can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$270.78 ,3/24/16,"$5,946.22 ",Support,VOTER CONTACT MAIL,DSSI,1099609,A1,SE.46317,2.01609E+17,9/18/16,1057488,3/24/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$39.10 ,11/19/15,"$5,824.66 ",Support,promotional buttons,Tecre Co.,1040079,N,F57.5940,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$130.56 ,11/15/15,"$5,785.56 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040079,N,F57.5936,2.01601E+17,1/15/16, , 
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$994.01 ,3/24/16,"$5,675.44 ",Support,VOTER CONTACT MAIL,DIRECT SUPPORT SERVICES INC,1099609,A1,SE.46314,2.01609E+17,9/18/16,1057488,3/24/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$46.35 ,11/15/15,"$5,655.00 ",Support,salary (w/ taxes & benefits),"Mahony, Elizabeth",1040079,N,F57.5938,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$204.16 ,11/14/15,"$5,608.65 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.5934,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$137.76 ,11/14/15,"$5,404.49 ",Support,salary (w/ taxes & benefits),"Duhalde, David",1040079,N,F57.5932,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$49.49 ,11/12/15,"$5,266.73 ",Support,rental car for conference,Avis,1040079,N,F57.5916,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,"$1,996.46 ",11/12/15,"$5,217.24 ",Support,venue rental cost for event,Antiochian Village,1040079,N,F57.5914,2.01601E+17,1/15/16, , 
H0SC04257,"GOWDY, TREY",C00524355,Patriots for Economic Freedom,P,SC,4,H,Rep,"$5,000.00 ",11/10/15,"$5,000.00 ",Support,List purchase,Political List Brokers,1035151,N,SE.30708,2.01512E+17,12/9/15, ,12/3/15
 ,"Graham, Lindsey",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$113.65 ,12/17/15,"$4,886.37 ",Oppose,"Social media, South Carolina",Mountaintop Media,1039322,A1,SE.4303,2.01601E+17,1/13/16,1036286,12/17/15
 ,"Rubio, Marco",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,"$1,136.36 ",12/17/15,"$4,772.72 ",Oppose,Social Media Buy,Mountaintop Media,1039322,A1,SE.4199,2.01601E+17,1/13/16,1036286,12/17/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$2,281.99 ",3/24/16,"$4,681.43 ",Support,VOTER CONTACT MAIL,CONSOLIDATED MAILING SERVICES,1099609,A1,SE.46311,2.01609E+17,9/18/16,1057488,3/24/16
S4SC00240,"SCOTT, TIMOTHY E",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,S,Rep,"$4,566.63 ",5/5/16,"$4,566.63 ",Support,VOTER CONTACT MAILING,FORTHRIGHT STRATRGIES INC,1071215,N,SE.16990,2.01605E+17,5/7/16, ,5/5/16
P00003392,"CLINTON, HILLARY RODHAM",C00524454,CONSERVATIVE MAJORITY FUND,G,SC,0,P,Dem,"$4,542.68 ",5/23/16,"$4,542.68 ",Oppose,VOTER CONTACT CALLS,INFOCISION MANAGEMENT CORP,1074461,N,SE.9306,2.01605E+17,5/25/16, ,5/23/16
P00003392,"CLINTON, HILLARY RODHAM",C00566174,TEA PARTY MAJORITY FUND,G,SC,0,P,Dem,"$4,542.68 ",10/13/15,"$4,542.68 ",Oppose,VOTER CONTACT CALLS OVER SEVERAL WEEKS,INFOCISION MANAGEMENT CORP,1028643,N,SE.38114,2.0151E+17,10/15/15, ,10/13/15
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00576058,WATCHDOG PAC,P,SC,0,P,Rep,"$4,000.00 ",2/19/16,"$4,000.00 ",Oppose,ROBOCALL,REVILY INC,1051167,N,SE.4380,2.01602E+17,2/19/16, ,2/18/16
P00003392,"Clinton, Hillary",C00614396,Fund This Advert,G,SC,0,P,Dem,"$3,908.00 ",10/14/16,"$3,908.00 ",Oppose,Billboard in Charleston SC,Adams Outdoor Advertising,1105780,N,SE.4164,2.0161E+17,10/14/16, ,10/17/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,"$1,022.73 ",12/17/15,"$3,636.36 ",Support,Social Media Buy,Mountaintop Media,1039322,A1,SE.4198,2.01601E+17,1/13/16,1036286,12/17/15
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$3.24 ,11/12/15,"$3,220.78 ",Support,food for conference,Blue Mountain Family Restaurant,1040079,N,F57.5918,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$2.56 ,11/12/15,"$3,217.54 ",Support,food for conference,Cracker Barrel Store #312,1040079,N,F57.5920,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$2.16 ,11/12/15,"$3,214.98 ",Support,food for conference,Giant Eagle,1040079,N,F57.5922,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$14.45 ,11/12/15,"$3,212.82 ",Support,food for conference,Giant Eagle,1040079,N,F57.5924,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$3.36 ,11/12/15,"$3,198.37 ",Support,gas to drive to conference,Turkey Hill,1040079,N,F57.5928,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$2.63 ,11/12/15,"$3,195.01 ",Support,gas to drive to conference,Mobile,1040079,N,F57.5926,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$41.95 ,11/12/15,"$3,192.38 ",Support,office supplies for conference,"Staples, Dept 51-7811326924",1040079,N,F57.5930,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$3.00 ,11/11/15,"$3,150.43 ",Support,parking to load up car for event,100 William Garage Corp.,1040079,N,F57.5912,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$11.91 ,11/7/15,"$3,147.43 ",Support,copying materials for organizing,Konika Minolta Premier Finance,1040079,N,F57.5908,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$5.26 ,11/7/15,"$3,135.52 ",Support,paper for copying materials for organizing,"Staples, Dept 51-7811326924",1040079,N,F57.5910,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$5.67 ,11/3/15,"$3,130.26 ",Support,software for online event,Clarix Technologies,1040079,N,F57.5900,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$540.13 ,11/3/15,"$3,124.59 ",Support,fundraising calls,"Wings, Ocala",1040079,N,F57.5904,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$449.02 ,2/23/16,"$3,087.47 ",Support,salary (w/ taxes & benefits) for work producing IEs,"Mahony, Elizabeth",1052050,N,F57.6185,2.01602E+17,2/24/16, , 
P00003392,"CLINTON, HILLARY RODHAM",C00566174,TEA PARTY MAJORITY FUND,G,SC,0,P,Dem,"$3,028.45 ",6/23/15,"$3,028.45 ",Oppose,VOTER CONTACT CALLS,INFOCISION MANAGEMENT CORP,1011557,N,SE.4423,15971241288,6/23/15, ,6/23/15
P00003392,"CLINTON, HILLARY RODHAM",C00566174,TEA PARTY MAJORITY FUND,G,SC,0,P,Dem,"$3,028.45 ",6/1/15,"$3,028.45 ",Oppose,VOTER CONTACT CALLS,INFOCISION MANAGEMENT CORP,1009601,N,SE.4315,15971199289,6/4/15, ,6/1/15
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$55.32 ,2/15/16,"$2,638.45 ",Support,salary (w/ taxes & benefits) for work producing IEs,"Blanc, Elena",1052050,N,F57.6182,2.01602E+17,2/24/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$365.37 ,11/3/15,"$2,584.46 ",Support,fundraising calls,"McClanahan, Jim",1040079,N,F57.5902,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$168.13 ,2/15/16,"$2,583.13 ",Support,salary (w/ taxes & benefits) for work producing IEs,"Svart, Maria",1052050,N,F57.6184,2.01602E+17,2/24/16, , 
P80001571,"TRUMP, DONALD J",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Rep,$265.10 ,5/23/16,"$2,536.44 ",Support,VOTER MAIL,FORTHRIGHT STRATRGIES INC,1074628,N,SE.17083,2.01605E+17,5/26/16, ,5/23/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$320.38 ,2/15/16,"$2,415.00 ",Support,salary (w/ taxes & benefits) for work producing IEs,"Duhalde, David",1052050,N,F57.6183,2.01602E+17,2/24/16, , 
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$611.94 ,3/24/16,"$2,399.44 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1099609,A1,SE.16734,2.01609E+17,9/18/16,1057488,3/24/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,$69.50 ,2/11/16,"$2,388.11 ",Oppose,Radio Ad,Mountaintop Media,1048947,N,SE.4381,2.01602E+17,2/11/16, ,2/11/16
 ,"Rubio, Marco",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$49.65 ,2/11/16,"$2,318.61 ",Oppose,Radio Ad,Mountaintop Media,1048947,N,SE.4380,2.01602E+17,2/11/16, ,2/11/16
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Dem,$508.78 ,3/21/16,"$2,271.34 ",Oppose,VOTER CONTACT MAIL,FORTHRIGHT STRATRGIES INC,1057100,N,SE.4616,2.01603E+17,3/22/16, ,3/21/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$230.85 ,2/11/16,"$2,268.96 ",Support,Radio Ad,Mountaintop Media,1048947,N,SE.4379,2.01602E+17,2/11/16, ,2/11/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$2,250.00 ",11/17/15,"$2,250.00 ",Support,Print advertising,Lamar Companies,1033113,N,D690180,2.01511E+17,11/17/15, ,11/16/15
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$126.40 ,11/3/15,"$2,219.09 ",Support,postage to send canvassing supplies,Pitney Bowes,1040079,N,F57.5906,2.01601E+17,1/15/16, , 
 ,"Cruz, Ted",C00570739,Make DC Listen,P,SC,0,P, ,"$2,151.88 ",2/19/16,"$2,151.88 ",Support,Sign/Sticker Printing,Minuteman Press,1051134,N,E3BE9B553E56C4EBEB26,2.01602E+17,2/19/16, ,2/18/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$1,397.08 ",2/25/16,"$2,127.47 ",Support,Printing,Autumn Press,1052190,N,D710470,2.01602E+17,2/25/16, ,2/25/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,$530.39 ,2/25/16,"$2,127.47 ",Support,Printing,Autumn Press,1052190,N,D710471,2.01602E+17,2/25/16, ,2/25/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,$50.00 ,2/23/16,"$2,127.47 ",Support,Online Ad,California Nurses Association,1052190,N,D710467,2.01602E+17,2/25/16, ,2/23/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,$50.00 ,2/25/16,"$2,127.47 ",Support,Online Ad,California Nurses Association,1052190,N,D710469,2.01602E+17,2/25/16, ,2/24/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,$100.00 ,2/25/16,"$2,127.47 ",Support,Online Ad,California Nurses Association,1052190,N,D710468,2.01602E+17,2/25/16, ,2/24/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$4.41 ,2/12/16,"$2,094.62 ",Support,food and supplies for event,CVS Pharmacy,1052050,N,F57.6180,2.01602E+17,2/24/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$54.59 ,10/30/15,"$2,092.69 ",Support,salary (w/ taxes & benefits),"Mahony, Elizabeth",1040079,N,F57.5898,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$1.90 ,2/12/16,"$2,090.21 ",Support,parking for event,100 William Garage Corp.,1052050,N,F57.6175,2.01602E+17,2/24/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$31.69 ,2/12/16,"$2,088.31 ",Support,food for event,Bergen Bagels,1052050,N,F57.6176,2.01602E+17,2/24/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$23.30 ,2/12/16,"$2,056.62 ",Support,food for event,Montazo,1052050,N,F57.6181,2.01602E+17,2/24/16, , 
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,$54.35 ,2/11/16,"$2,038.11 ",Oppose,Social Media Advertising,Mountaintop Media,1048947,N,SE.4378,2.01602E+17,2/11/16, ,2/11/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$26.03 ,10/30/15,"$2,038.10 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040079,N,F57.5896,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$35.75 ,2/12/16,"$2,033.32 ",Support,food for event,Bergen Bagels,1052050,N,F57.6177,2.01602E+17,2/24/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$163.33 ,10/29/15,"$2,012.07 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.5894,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$92.00 ,2/12/16,"$1,997.57 ",Support,venue for event,Bushwick Workshop Space,1052050,N,F57.6178,2.01602E+17,2/24/16, , 
 ,"Rubio, Marco",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$38.82 ,2/11/16,"$1,983.76 ",Oppose,Social Media Advertising,Mountaintop Media,1048947,N,SE.4377,2.01602E+17,2/11/16, ,2/11/16
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Dem,"$1,974.55 ",5/28/15,"$1,974.55 ",Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1009517,A1,SE.4260,15951449402,6/2/15,1009361,5/28/15
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$1,974.00 ",12/9/15,"$1,974.00 ",Support,Print advertising,Lamar Companies,1035294,N,D691085,2.01512E+17,12/10/15, ,12/9/15
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$180.53 ,2/11/16,"$1,944.94 ",Support,Social Media Advertising,Mountaintop Media,1048947,N,SE.4376,2.01602E+17,2/11/16, ,2/11/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$59.36 ,2/12/16,"$1,905.57 ",Support,promotional signs printing,Cheltenham Printing,1052050,N,F57.6179,2.01602E+17,2/24/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$92.91 ,10/29/15,"$1,848.74 ",Support,salary (w/ taxes & benefits),"Duhalde, David",1040079,N,F57.5892,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$130.90 ,2/11/16,"$1,846.21 ",Support,printing for fundraising,Prestige Printing,1049200,N,F57.6134,2.01602E+17,2/12/16, , 
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,0,P,Dem,$498.60 ,2/24/16,"$1,815.94 ",Support,Telephone Calls,Impact Dialing,1054551,A1,D623174,2.01603E+17,3/10/16,1052076,2/24/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$1,162.38 ",3/23/16,"$1,787.50 ",Support,VOTER CONTACT MAIL,CONSOLIDATED MAILING SERVICES,1099604,A1,SE.46241,2.01609E+17,9/18/16,1057487,3/23/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,"$1,112.82 ",2/11/16,"$1,764.41 ",Oppose,Social Media Advertising,Mountaintop Media,1048937,N,SE.4340,2.01602E+17,2/11/16, ,2/11/16
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Dem,"$1,179.58 ",2/3/16,"$1,762.56 ",Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1048158,N,SE.4507,2.01602E+17,2/5/16, ,2/3/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$26.03 ,10/15/15,"$1,755.83 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040079,N,F57.5884,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$61.80 ,10/15/15,"$1,729.80 ",Support,salary (w/ taxes & benefits),"Mahony, Elizabeth",1040079,N,F57.5888,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$413.88 ,2/11/16,"$1,715.31 ",Support,postage - fundraising,Apple Direct Mail Services Ltd.,1049200,N,F57.6133,2.01602E+17,2/12/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$211.37 ,10/15/15,"$1,668.00 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.5890,2.01601E+17,1/15/16, , 
P00003392,"CLINTON, HILLARY RODHAM",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,P,Dem,$301.82 ,6/6/16,"$1,647.95 ",Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1076597,N,SE.26563,2.01606E+17,6/8/16, ,6/6/16
P60005915,"Carson, Benjamin",C00536664,Defenders of Freedom and Security,P,SC,0,P,Rep,$500.00 ,2/16/16,"$1,500.00 ",Support,Estimated digital ad buy,Facebook Inc.,1049678,N,SE24.0002,2.01602E+17,2/16/16, ,2/16/16
P60006111,"Cruz, Ted",C90011693,"Gun Owners of America, Inc.",P,SC,0,P,Rep,"$1,485.48 ",2/17/16,"$1,485.48 ",Support,Robo calls,Fryed Solutions Inc.,1050410,N,F57.4327,2.01602E+17,2/18/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$25.63 ,10/15/15,"$1,456.63 ",Support,salary (w/ taxes & benefits),"Duhalde, David",1040079,N,F57.5886,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$36.43 ,10/8/15,"$1,431.00 ",Support,copying materials for organizing,Konika Minolta Premier Finance,1040079,N,F57.5880,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$21.23 ,10/8/15,"$1,394.57 ",Support,paper for copying materials for organizing,"Staples, Dept 51-7811326924",1040079,N,F57.5882,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$362.83 ,10/2/15,"$1,373.34 ",Support,promotional t-shirts,TM Design Corporation,1040079,N,F57.5878,2.01601E+17,1/15/16, , 
P00003392,"CLINTON, HILLARY RODHAM",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,P,Dem,$198.41 ,5/31/16,"$1,346.13 ",Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1075459,N,SE.26442,2.01606E+17,6/1/16, ,5/31/16
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,0,P,Dem,$83.10 ,2/21/16,"$1,317.34 ",Support,Telephone Calls,Impact Dialing,1054330,A1,D623142,2.01603E+17,3/8/16,1051720,2/21/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$287.50 ,2/11/16,"$1,301.43 ",Support,fundraising - mailing house handling,Apple Direct Mail Services Ltd.,1049200,N,F57.6132,2.01602E+17,2/12/16, , 
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Dem,"$1,253.78 ",7/15/15,"$1,253.78 ",Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1016089,N,SE.35518,2.01507E+17,7/16/15, ,7/15/15
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,0,P,Dem,"$1,234.24 ",1/28/16,"$1,234.24 ",Support,T-Shirts/Stickers/Buttons,API,1051169,A2,D623122,2.01602E+17,2/19/16,1049666,1/28/16
P00003392,"CLINTON, HILLARY RODHAM",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,P,Dem,$62.70 ,5/23/16,"$1,147.72 ",Oppose,VOTER MAIL,FORTH RIGHT STRATEGY INC,1074629,N,SE.25682,2.01605E+17,5/26/16, ,5/23/16
P00003392,"CLINTON, HILLARY RODHAM",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,P,Dem,$394.30 ,5/16/16,"$1,085.02 ",Oppose,VOTER MAIL,FORTH RIGHT STRATEGY INC,1072498,N,SE.20943,2.01605E+17,5/17/16, ,5/16/16
S4SC00240,"Tim, Scott",C00575118,CONSERVATIVE LIBERTY COALITION,G,SC,0,S,Rep,"$1,050.00 ",11/2/16,"$1,050.00 ",Support,Reimbursement for list purchase for electronic communications,Amagi Strategies,1122733,N,WFT20161021430-1,2.01611E+17,11/2/16, ,11/2/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$102.85 ,2/11/16,"$1,013.93 ",Support,printing envelopes for fundraising mailing,United Envelope LLC,1049200,N,F57.6131,2.01602E+17,2/12/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$206.75 ,10/2/15,"$1,010.51 ",Support,fundraising - mailing house handling,Apple Direct Mail Services Ltd.,1040079,N,F57.5870,2.01601E+17,1/15/16, , 
P60005915,"Carson, Benjamin",C00536664,Defenders of Freedom and Security,P,SC,0,P,Rep,"$1,000.00 ",1/22/16,"$1,000.00 ",Support,Video production,Moundspring Strategies,1049678,N,SE24.0001,2.01602E+17,2/16/16, ,2/16/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$267.29 ,2/11/16,$911.08 ,Support,printing fundraising response cards,Prestige Printing,1049200,N,F57.6130,2.01602E+17,2/12/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$260.20 ,10/2/15,$803.76 ,Support,postage - fundraising,Apple Direct Mail Services Ltd.,1040079,N,F57.5872,2.01601E+17,1/15/16, , 
P00003392,"CLINTON, HILLARY",C00524454,CONSERVATIVE MAJORITY FUND,G,SC,0,P,Dem,$757.11 ,11/16/15,$757.11 ,Oppose,VOTER CONTACT,INFOCISION MANAGEMENT CORP,1041034,A1,SE.10743,2.01601E+17,1/20/16,1033341,11/16/15
P00003392,"CLINTON, HILLARY RODHAM",C00457291,THE CONSERVATIVE STRIKEFORCE,G,SC,0,P,Dem,$757.11 ,5/23/16,$757.11 ,Oppose,VOTER CONTACT CALLS,AMERICAN LIBERTY GROUP,1074499,N,SE.8862,2.01605E+17,5/25/16, ,5/23/16
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Dem,$444.93 ,1/15/15,$717.68 ,Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATRGIES INC,1039837,N,SE.4296,2.01601E+17,1/14/16, ,1/15/15
P00003392,"CLINTON, HILLARY RODHAM",C00401786,FREEDOM'S DEFENSE FUND,G,SC,0,P,Dem,$712.82 ,6/16/15,$712.82 ,Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1011008,N,SE.4366,15971216539,6/18/15, ,6/16/15
P00003392,"CLINTON, HILLARY RODHAM",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,P,Dem,$122.44 ,4/8/16,$690.72 ,Oppose,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1059300,N,SE.16947,2.01604E+17,4/10/16, ,4/8/16
