can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,"$1,190,274.01 ",2/11/16,"$1,190,641.25 ",Oppose,"tv ad air buy, production costs","Red Sea, LLC",1049326,N,SE.5901,2.01602E+17,2/14/16, ,2/13/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$9.75 ,1/6/16,"$1,182,937.50 ",Support,Media Production - also oppose Kasich and Christie,Revolution Agency,1038491,N,3,2.01601E+17,1/7/16, ,1/5/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$37.50 ,1/6/16,"$1,182,927.75 ",Oppose,Media Production,Revolution Agency,1038489,N,3,2.01601E+17,1/7/16, ,1/5/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$9.75 ,1/6/16,"$1,182,890.25 ",Support,Media Production,Revolution Agency,1038488,N,3,2.01601E+17,1/7/16, ,1/5/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$1,032,549.00 ",1/4/16,"$1,182,880.50 ",Support,Media Placement-Also oppose Kasich Rubio and Christie,Oath Strategies LLC,1038480,N,2,2.01601E+17,1/7/16, ,1/5/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$87,291.00 ",1/14/16,"$1,147,785.18 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1048456,N,SE.5098,2.01602E+17,2/8/16, ,2/8/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$209,466.00 ",1/14/16,"$1,060,494.18 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1048453,A1,SE.5084,2.01602E+17,2/8/16,1047637,2/1/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$7,496.00 ",10/2/15,"$968,379.66 ",Support,Media Production,Revolution Agency,1026661,N,1,2.0151E+17,10/3/15, ,10/1/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$125,000.00 ",9/30/15,"$960,883.66 ",Support,Digital Media Placement,Revolution Agency,1026660,N,3,2.0151E+17,10/3/15, ,10/1/15
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$209,466.00 ",1/14/16,"$851,028.18 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1048453,A1,SE.5083,2.01602E+17,2/8/16,1047637,2/1/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$319,151.75 ",9/10/15,"$835,883.66 ",Support,Media Placement,Oath Strategies LLC,1026473,N,3,2.0151E+17,10/1/15, ,9/29/15
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$15,150.00 ",1/22/16,"$739,806.44 ",Support,VIDEO PRODUCTION,GLITTERING STEEL LLC,1042209,N,SE.4569,2.01601E+17,1/25/16, ,1/25/16
P00003392,"CLINTON, HILLARY RODHAM",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Dem,"$65,150.00 ",2/20/16,"$729,056.00 ",Support,Digital Advertising,"AL Media, LLC",1051680,N,D363267,2.01602E+17,2/21/16, ,2/20/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$10,100.00 ",1/22/16,"$724,656.44 ",Oppose,VIDEO PRODUCTION,GLITTERING STEEL LLC,1042209,N,SE.4567,2.01601E+17,1/25/16, ,1/25/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$173,562.00 ",1/19/16,"$714,556.44 ",Support,MEDIA,RIGEL STRATEGIES LLC,1042209,N,SE.4565,2.01601E+17,1/25/16, ,1/25/16
P60006111,"Cruz, Ted",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$699,507.00 ",1/25/16,"$699,507.00 ",Support,Advertising - TV,"SRCP Media, Inc.",1045657,N,SE.4271,2.01601E+17,1/29/16, ,1/27/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$279,288.00 ",1/14/16,"$641,562.18 ",Support,MEDIA,RIGEL STRATEGIES LLC,1048453,A1,SE.5082,2.01602E+17,2/8/16,1047637,2/1/16
P00003392,"CLINTON, HILLARY RODHAM",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Dem,"$549,631.00 ",2/8/16,"$564,406.00 ",Support,Canvassing Services,"Terra Strategies, LLC",1048496,N,D363115,2.01602E+17,2/9/16, ,2/8/16
P00003392,"CLINTON, HILLARY RODHAM",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Dem,"$14,775.00 ",2/8/16,"$564,406.00 ",Support,Voter Canvass Literature,The Pivot Group,1048496,N,D363116,2.01602E+17,2/9/16, ,2/8/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$115,708.00 ",1/19/16,"$540,994.44 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1042209,N,SE.4563,2.01601E+17,1/25/16, ,1/25/16
P60006111,"Cruz, Rafael 'Ted'",C00575423,Keep the Promise III,P,SC,0,P,Rep,"$11,811.40 ",2/19/16,"$538,589.24 ",Support,Digital Media Production/Placement,Facebook,1051533,N,SE.11627,2.01602E+17,2/20/16, ,2/19/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$15,205.00 ",9/24/15,"$516,731.91 ",Support,Media Production,Revolution Agency,1026152,N,3,2.01509E+17,9/25/15, ,9/23/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$70,000.00 ",9/14/15,"$501,526.91 ",Support,Digital Media Placement,Revolution Media Group,1026113,N,4,2.01509E+17,9/24/15, ,9/22/15
P00003392,"CLINTON, HILLARY RODHAM",C00495861,Priorities USA Action,P,SC,0,P,Dem,"$475,070.00 ",2/12/16,"$476,440.00 ",Support,Radio Ad Buy,FUSE,1049301,N,VNTYH9SMXD3,2.01602E+17,2/13/16, ,2/12/16
P00003392,"CLINTON, HILLARY RODHAM",C00495861,Priorities USA Action,P,SC,0,P,Dem,"$1,370.00 ",2/12/16,"$476,440.00 ",Support,Radio Ad Production,FUSE,1049301,N,VNTYH9SMYX3,2.01602E+17,2/13/16, ,2/12/16
P60003670,"KASICH, JOHN R",C00581868,New Day for America,P,SC,0,P,Rep,"$105,908.40 ",2/22/16,"$474,846.62 ",Support,Media Buy,"New Day Media, LLC",1051308,N,SE.5999,2.01602E+17,2/19/16, ,2/18/16
P00003392,"Clinton, Hillary",C00489799,Planned Parenthood Votes,P,SC,0,P,Dem,"$5,000.00 ",2/19/16,"$440,695.70 ",Support,Travel costs for volunteers,Planned Parenthood of NYC Action Fund,1050430,N,B594869,2.01602E+17,2/18/16, ,2/19/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$328,710.26 ",9/10/15,"$431,526.91 ",Support,Media Placement,Oath Strategies LLC,1026113,N,3,2.01509E+17,9/24/15, ,9/22/15
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$66,804.26 ",1/15/16,"$425,286.44 ",Support,DIRECT MAIL EXPENSE,THE LUKENS COMPANY,1041760,N,SE.4550,2.01601E+17,1/23/16, ,1/23/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$5,965.00 ",12/10/15,"$377,127.72 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1040487,N,SE.4484,2.01601E+17,1/18/16, ,1/17/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$3,175.00 ",12/10/15,"$371,162.72 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1040328,N,SE.4478,2.01601E+17,1/17/16, ,1/16/16
P60003670,"KASICH, JOHN R",C00581868,New Day for America,P,SC,0,P,Rep,"$141,770.00 ",2/16/16,"$368,938.22 ",Support,Media Buy,"New Day Media, LLC",1049654,N,SE.5670,2.01602E+17,2/16/16, ,2/16/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$8,449.14 ",12/10/15,"$367,987.72 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1040219,N,SE.4471,2.01601E+17,1/16/16, ,1/15/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$69.00 ,1/14/16,"$362,274.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1048259,N,SE.5078,2.01602E+17,2/5/16, ,2/4/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$855.00 ,1/14/16,"$362,205.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1048117,N,SE.5075,2.01602E+17,2/4/16, ,2/3/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$3,738.45 ",2/19/16,"$361,530.83 ",Support,Robo Calls,Campaign Sidekick,1051424,N,ED901CEB17711481790E,2.01602E+17,2/20/16, ,2/19/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$6,792.69 ",2/19/16,"$361,530.83 ",Support,PAC DVD Production,"Thomas Graphics, Inc.",1051424,N,E0B35958ABD9E46C5B3F,2.01602E+17,2/20/16, ,2/19/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$838.00 ,1/14/16,"$361,350.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1047945,N,SE.5072,2.01602E+17,2/3/16, ,2/2/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$1,015.00 ",1/14/16,"$360,512.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1047788,N,SE.5069,2.01602E+17,2/2/16, ,2/1/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$2,485.67 ",12/10/15,"$359,538.58 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1040219,N,SE.4472,2.01601E+17,1/16/16, ,1/15/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$1,015.00 ",1/14/16,"$359,497.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1047109,N,SE.5053,2.01601E+17,1/31/16, ,1/30/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$175.91 ,1/14/16,"$358,482.18 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1041716,N,SE.4538,2.01601E+17,1/23/16, ,1/22/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$12,868.80 ",1/14/16,"$358,306.27 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1041716,N,SE.4539,2.01601E+17,1/23/16, ,1/22/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$846.00 ,12/10/15,"$357,052.91 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1040137,N,SE.4444,2.01601E+17,1/15/16, ,1/14/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$4,045.00 ",12/10/15,"$356,206.91 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1040137,N,SE.4443,2.01601E+17,1/15/16, ,1/14/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$3,738.45 ",2/19/16,"$354,738.14 ",Support,Robo Calls,Campaign Sidekick,1050930,N,ED901CEB17711481790E,2.01602E+17,2/19/16, ,2/19/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$1,007.00 ",12/10/15,"$352,161.91 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1040137,N,SE.4442,2.01601E+17,1/15/16, ,1/13/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$4,555.50 ",12/10/15,"$351,154.91 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1039581,N,SE.4430,2.01601E+17,1/13/16, ,1/12/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$10,653.36 ",2/18/16,"$350,999.69 ",Support,PAC Printing,"Thomas Graphics, Inc.",1050917,N,E08E03312BBBA4A22B71,2.01602E+17,2/19/16, ,2/18/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$15,505.50 ",12/10/15,"$346,599.41 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1039581,N,SE.4429,2.01601E+17,1/13/16, ,1/11/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$2,322.00 ",1/14/16,"$345,437.47 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1041611,N,SE.4531,2.01601E+17,1/22/16, ,1/21/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$110.00 ,1/14/16,"$343,115.47 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1041303,N,SE.4525,2.01601E+17,1/21/16, ,1/20/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$4,219.00 ",1/14/16,"$343,005.47 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1041303,N,SE.4524,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$3,005.21 ",2/16/16,"$340,346.33 ",Support,PAC Video Production,"Thomas Graphics, Inc.",1049942,N,EE1E53E0BCA344616A92,2.01602E+17,2/17/16, ,2/16/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$63.00 ,1/14/16,"$338,786.47 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1041150,N,SE.4515,2.01601E+17,1/20/16, ,1/19/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$10,255.00 ",1/14/16,"$338,723.47 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1041150,N,SE.4514,2.01601E+17,1/20/16, ,1/19/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$1,951.09 ",2/11/16,"$337,341.12 ",Support,PAC Robo Calls,Campaign Sidekick,1048972,N,ED2F1FFE9280341B88C7,2.01602E+17,2/11/16, ,2/11/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$3,929.05 ",2/10/16,"$337,341.12 ",Support,PAC Voter ID Program,Advantage Direct,1048972,N,E771405D439BF445296B,2.01602E+17,2/11/16, ,2/11/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$8,911.20 ",2/10/16,"$337,341.12 ",Support,PAC Radio Advertising,Rigel Strategies LLC,1048972,N,E27506A0BADD640F58A1,2.01602E+17,2/11/16, ,2/11/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$5,034.00 ",12/10/15,"$331,093.91 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1039581,N,SE.4428,2.01601E+17,1/13/16, ,1/10/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$6,000.00 ",1/14/16,"$328,468.47 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1040806,N,SE.4496,2.01601E+17,1/19/16, ,1/18/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$6,743.00 ",12/10/15,"$326,059.91 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1038716,N,SE.4415,2.01601E+17,1/10/16, ,1/9/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$3,323.50 ",2/9/16,"$322,549.78 ",Support,PAC Video Production,"Thomas Graphics, Inc.",1048848,N,EC41CC7405A6F40599A3,2.01602E+17,2/10/16, ,2/10/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$3,753.84 ",2/9/16,"$322,549.78 ",Support,Digital Media Production/Placement,Facebook,1048848,N,E0FD74B6F0FDD40FF8AE,2.01602E+17,2/10/16, ,2/10/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$7,889.50 ",12/10/15,"$319,316.91 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1038716,N,SE.4414,2.01601E+17,1/10/16, ,1/8/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$2,887.00 ",12/10/15,"$311,427.41 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1038716,N,SE.4413,2.01601E+17,1/10/16, ,1/7/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$4,531.33 ",12/10/15,"$308,540.41 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1038716,N,SE.4412,2.01601E+17,1/10/16, ,1/6/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$4,375.00 ",1/6/16,"$308,384.08 ",Oppose,VIDEO PRODUCTION,GLITTERING STEEL LLC,1038332,N,SE.4393,2.01601E+17,1/6/16, ,1/4/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$1,272.00 ",12/10/15,"$304,009.08 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1038332,N,SE.4388,2.01601E+17,1/6/16, ,1/5/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$1,144.00 ",12/10/15,"$302,737.08 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1038332,N,SE.4375,2.01601E+17,1/6/16, ,1/4/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,$412.50 ,1/21/16,"$252,060.05 ",Support,PAC Printing,"Thomas Graphics, Inc.",1041432,N,E26C870C8A529416B9B8,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$1,650.14 ",1/21/16,"$252,060.05 ",Support,PAC Printing,"Thomas Graphics, Inc.",1041432,N,E1C9375B2261047B8830,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$1,688.70 ",1/21/16,"$252,060.05 ",Support,PAC Printing,"Thomas Graphics, Inc.",1041432,N,EFE7730F517AD430085B,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$2,050.00 ",1/21/16,"$252,060.05 ",Support,PAC Printing,"Thomas Graphics, Inc.",1041432,N,EFAFF2B97E4AE4D0499F,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$2,308.85 ",1/21/16,"$252,060.05 ",Support,PAC Sign Printing,Skyline,1041432,N,E5D2FFF5421B94AB2843,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$5,791.38 ",1/21/16,"$252,060.05 ",Support,PAC Printing,"Thomas Graphics, Inc.",1041432,N,ECD2A5EEA4A2A4B0E88E,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,$166.71 ,1/21/16,"$252,060.05 ",Support,PAC Graphic Design,Left Hand Design,1041432,N,EA5991CB44C9746F7A8C,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,$234.54 ,1/21/16,"$252,060.05 ",Support,PAC Printing,"Thomas Graphics, Inc.",1041432,N,E1A7229FE455C4CAC9F5,2.01601E+17,1/21/16, ,1/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$201,825.04 ",1/8/16,"$237,757.23 ",Support,PAC Radio Advertising,Rigel Strategies LLC,1040512,N,E856C7C394E1E4DD3B33,2.01601E+17,1/18/16, ,1/18/16
P60003670,"KASICH, JOHN R",C00581868,New Day for America,P,SC,0,P,Rep,"$48,000.00 ",2/12/16,"$227,168.22 ",Support,Digital Advertising,Arena Online,1049179,N,SE.5658,2.01602E+17,2/12/16, ,2/11/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$88,785.02 ",1/8/16,"$181,991.58 ",Support,DIRECT MAIL EXPENSE,THE LUKENS COMPANY,1040806,N,SE.4500,2.01601E+17,1/19/16, ,1/19/16
P60003670,"KASICH, JOHN R",C00581868,New Day for America,P,SC,0,P,Rep,"$146,940.00 ",2/12/16,"$179,168.22 ",Support,Media Buy,"New Day Media, LLC",1049179,N,SE.5659,2.01602E+17,2/12/16, ,2/12/16
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,"$7,000.00 ",2/11/16,"$178,322.00 ",Oppose,Digital advertising (placement cost),Capitol Media Partners,1049230,N,SE.4705,2.01602E+17,2/12/16, ,2/12/16
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,"$15,050.00 ",1/19/16,"$172,488.67 ",Oppose,Digital advertising (placement cost),Capitol Media Partners,1041379,N,SE.4670,2.01601E+17,1/21/16, ,1/19/16
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,$500.00 ,2/11/16,"$171,322.00 ",Oppose,Digital advertising (production cost),Capitol Media Partners,1049230,N,SE.4704,2.01602E+17,2/12/16, ,2/12/16
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,"$5,000.00 ",1/19/16,"$170,822.00 ",Oppose,Digital advertising (placement cost),"Connell Donatelli, Inc.",1041593,N,SE.4684,2.01601E+17,1/22/16, ,1/20/16
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$5,500.00 ",2/16/16,"$169,291.28 ",Support,SOCIAL MEDIA ADVERTISING,SAVANNA COMMUNICATIONS LLC,1050247,N,SE24.91627,2.01602E+17,2/18/16, ,2/16/16
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$55,000.00 ",2/16/16,"$169,291.28 ",Support,MEDIA BUYS,SAVANNA COMMUNICATIONS LLC,1050247,N,SE24.91626,2.01602E+17,2/18/16, ,2/16/16
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,$700.00 ,1/19/16,"$157,438.67 ",Oppose,Digital advertising (production cost),Capitol Media Partners,1041379,N,SE.4669,2.01601E+17,1/21/16, ,1/19/16
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,"$150,072.00 ",1/14/16,"$156,738.67 ",Oppose,Television advertising (placement cost),"Communications Counsel, Inc.",1041379,N,SE.4663,2.01601E+17,1/21/16, ,1/22/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$331.50 ,1/5/16,"$150,331.50 ",Support,Media Production,Revolution Agency,1038329,N,3,2.01601E+17,1/6/16, ,1/4/16
P00003392,"Clinton, Hillary",C00489799,Planned Parenthood Votes,P,SC,0,P,Dem,"$25,695.33 ",2/9/16,"$150,292.08 ",Support,Persuasion calls,Planned Parenthood Votes South Atlantic,1048851,N,B594184,2.01602E+17,2/10/16, ,2/9/16
P00003392,"Clinton, Hillary",C00489799,Planned Parenthood Votes,P,SC,0,P,Dem,"$9,906.75 ",2/9/16,"$150,292.08 ",Support,Persuasion canvasses,Planned Parenthood Votes South Atlantic,1048851,N,B594185,2.01602E+17,2/10/16, ,2/9/16
P00003392,"Clinton, Hillary",C00489799,Planned Parenthood Votes,P,SC,0,P,Dem,$42.86 ,2/3/16,"$150,292.08 ",Support,Persuasion calls,Hart Research Associates,1048851,N,B594179,2.01602E+17,2/10/16, ,2/3/16
P00003392,"Clinton, Hillary",C00489799,Planned Parenthood Votes,P,SC,0,P,Dem,"$6,604.50 ",2/9/16,"$150,292.08 ",Support,Volunteer recruitment,Planned Parenthood Votes South Atlantic,1048851,N,B594186,2.01602E+17,2/10/16, ,2/9/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$150,000.00 ",1/4/16,"$150,000.00 ",Support,Media Placement,Revolution Agency,1038326,N,3,2.01601E+17,1/6/16, ,1/4/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$42,143.07 ",1/14/16,"$144,851.89 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1040140,N,SE.4461,2.01601E+17,1/15/16, ,1/18/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$2,313.84 ",11/4/16,"$117,054.47 ",Support,VOTER CONTACT MAIL,CAMPAIGN SERVICES,1124296,N,SE.73243,2.01611E+17,11/5/16, ,11/4/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$108.96 ,10/24/16,"$114,740.63 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1113615,N,SE.72960,2.0161E+17,10/24/16, ,10/24/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$202.77 ,10/17/16,"$114,631.67 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1109994,N,SE.56810,2.0161E+17,10/18/16, ,10/17/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$14,932.72 ",9/28/16,"$114,428.90 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1101696,A1,SE.56784,2.01609E+17,9/29/16,1101687,9/28/16
